Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Group,Target_type,Sub_Target,success,suicide,Weapon_type,Sub_Weapon_type,Motive,Summary,addnotes,Total_num,casualities
2016,10,8,Kuwait,Middle East & North Africa,Unknown,,,Bombing/Explosion,0.0,1.0,Jihadi-inspired extremists,Military,Military Transportation/Vehicle (excluding convoys),0,1,Explosives/Bombs/Dynamite,Vehicle,"An unaffiliated individual, identified as Ibrahim Sulaiman, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).","10/08/2016: An assailant rammed a garbage truck into a vehicle carrying United States military personnel in Kuwait. The assailant was injured in the attack. The assailant, identified as Ibrahim Sulaiman, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",,1.0,1
2016,10,8,South Sudan,Sub-Saharan Africa,Yei,4.095271,30.677505,Armed Assault,21.0,20.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Other,Refugee Camp,1,0,Firearms,Unknown Gun Type,,"10/08/2016: Assailants attacked a convoy carrying displaced people in Yei, Central Equatoria, South Sudan. At least 21 people were killed and another 20 were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO), which the group denied.",,41.0,1
2016,10,10,South Sudan,Sub-Saharan Africa,Magwi district,3.5971910000000005,32.059597,Hostage Taking (Kidnapping),0.0,1.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Transportation,Bus (excluding tourists),1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",,"10/10/2016: Assailants attacked a convoy of three passenger buses carrying Ugandans on Nimule-Juba Highway in Magwi, Eastern Equatoria, South Sudan. At least one person was injured and an unknown number of people were abducted in the incident. The hostages were released shortly after the kidnapping. No group claimed responsibility; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).",,1.0,1
2016,10,13,Russia,Eastern Europe,Unknown,43.393246999999995,43.56285,Armed Assault,3.0,0.0,Caucasus Emirate,Government (General),Intelligence,0,0,Firearms,Automatic Weapon,,"10/13/2016: Assailants opened fire on police personnel during a traffic stop in Kabardino-Balkaria, Russia. Three assailants were killed in the ensuing clash. The Caucasus Emirate claimed responsibility for the incident.",,3.0,1
2016,10,13,Pakistan,South Asia,Karachi,24.825670000000002,67.13184,Armed Assault,1.0,0.0,Lashkar-e-Jhangvi,Police,Police Security Forces/Officers,1,0,Firearms,Handgun,,"10/13/2016: Assailants opened fire on Shezad Akhter in Korangi neighborhood, Karachi, Pakistan. Akhter, a Pakistani Police assistant sub-inspector, was killed in the assault. Lashkar-e-Jhangvi claimed responsibility for the attack.",,1.0,1
2016,10,14,Turkey,Middle East & North Africa,Calticak,36.799721000000005,30.578428000000002,Bombing/Explosion,0.0,0.0,Kurdistan Freedom Hawks (TAK),Business,Retail/Grocery/Bakery,1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",,"10/14/2016: Assailants fired a rocket that struck a fishing depot in Calticak, Antalya, Turkey. There were no reported casualties. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incidents. Police officials also attributed the attack to the Kurdistan Workers' Party (PKK).",,0.0,0
2016,10,17,Pakistan,South Asia,Karachi,24.913752,67.046323,Bombing/Explosion,1.0,20.0,Lashkar-e-Jhangvi,Religious Figures/Institutions,Place of Worship,1,0,Explosives/Bombs/Dynamite,Grenade,,"10/17/2016: Assailants threw a grenade at the Dar-e-Abbas Imambargah in Liaquatabad neighborhood, Karachi, Pakistan. At least 1 person was killed and 20 others were injured in the blast. Lashkar-e-Jhangvi claimed responsibility for the attack. Sources also attributed the incident to Ahle Sunnat Wal Jamaat (ASWJ-Pakistan).","The victims included Faraz Hussain Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",21.0,1
2016,10,21,South Sudan,Sub-Saharan Africa,Leer,8.297855,30.147525,Unknown,23.0,0.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Military,"Military Personnel (soldiers, troops, officers, forces)",1,0,Unknown,,,"10/21/2016: Assailants attacked military forces in Leer, Unity, South Sudan. At least 21 assailants and two soldiers were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).",,23.0,1
2016,10,21,South Sudan,Sub-Saharan Africa,Nyamini,4.958056,31.648056,Armed Assault,1.0,0.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Government (General),"Government Personnel (excluding police, military)",1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",,"10/21/2016: Assailants opened fire on the convoy of a county commissioner in Nyamini, Central Equatoria, South Sudan. One soldier was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).",,1.0,1
2016,10,24,Pakistan,South Asia,Quetta,30.182971000000002,66.998734,Hostage Taking (Barricade Incident),67.0,161.0,Lashkar-e-Jhangvi,Police,"Police Building (headquarters, station, school)",1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),,"10/24/2016: Three suicide bombers attacked a Pakistani Police training center in Quetta, Balochistan, Pakistan. Approximately 300 police cadets were taken hostage during the overnight standoff with security forces. Two bombers detonated and the third assailant was shot and killed by security forces. In addition to the three assailants, at least 64 people, including 62 cadets, one army captain, and one paramilitary soldier, were killed and 161 other people were injured in the incident. Lashkar-e-Jhangvi and the Khorasan Chapter of the Islamic State claimed responsibility for the attack; however, sources questioned the veracity of these claims. Separately, Halqa-e-Mehsud and the Jamaat-ul-Ahrar faction of Tehrik-i-Taliban Pakistan (TTP) also claimed responsibility for the incident.","Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",228.0,1
2016,10,24,South Sudan,Sub-Saharan Africa,Amadi,5.518249,30.343066999999998,Hostage Taking (Kidnapping),,,Sudan People's Liberation Movement in Opposition (SPLM-IO),Educational Institution,School/University/Educational Building,1,0,Firearms,Unknown Gun Type,,"10/24/2016: Assailants attacked a school in Amadi, West Equatoria, South Sudan. This was one of two related incidents on this day in which 30 students were abducted. The outcome of the kidnapping is unknown. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Sudan People's Liberation Movement in Opposition (SPLM-IO), which denied involvement.",Hostage numbers represent a division of the total number of those kidnapped across incidents 201610240041 and 201610240042.,,0
2016,10,24,South Sudan,Sub-Saharan Africa,Amadi,5.518249,30.343066999999998,Hostage Taking (Kidnapping),,,Sudan People's Liberation Movement in Opposition (SPLM-IO),Educational Institution,School/University/Educational Building,1,0,Firearms,Unknown Gun Type,,"10/24/2016: Assailants attacked a school in Amadi, West Equatoria, South Sudan. This was one of two related incidents on this day in which 30 students were abducted. The outcome of the kidnapping is unknown. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Sudan People's Liberation Movement in Opposition (SPLM-IO), which denied involvement.",Hostage numbers represent a division of the total number of those kidnapped across incidents 201610240041 and 201610240042.,,0
2016,10,29,Pakistan,South Asia,Karachi,24.911098000000003,67.028587,Armed Assault,5.0,6.0,Lashkar-e-Jhangvi,Private Citizens & Property,Religion Identified,1,0,Firearms,Handgun,"Lashkar-e-Jhangvi claimed responsibility for the incident and stated that the victims, who were members of the Shiite community, were targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.","10/29/2016: Assailants opened fire on a Shiite procession in Nazimabad neighborhood, Karachi, Pakistan. At least five people, including one United Kingdom citizen and one United States citizen, were killed and six others were injured in the assault. Lashkar-e-Jhangvi claimed responsibility for the attack. Sources also attributed the attack to Ahle Sunnat Wal Jamaat (ASWJ-Pakistan).","The victims included Abbas Nayyar Mehdi, Mohammed Zaki, Syed Nasir, Nadeem, Baqar Abbas Zaidi, Abbas Tahir, Asad Zaidi, Murtaza Ali Zaidi, Mohammed Zaki, Syed Nasir, Fatima, and Shabana. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",11.0,1
2016,10,28,South Sudan,Sub-Saharan Africa,Yambio,4.577569,28.398784000000003,Hostage Taking (Kidnapping),,,Sudan People's Liberation Movement in Opposition (SPLM-IO),Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",1,0,Firearms,Unknown Gun Type,,"10/28/2016: Assailants abducted an African Union Regional Task Force (AURTF) member between Nzara and Yambio, Gbudwe, South Sudan. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Sudan People's Liberation Movement in Opposition (SPLM-IO).",,,0
2016,11,5,Pakistan,South Asia,Kandao,29.797271999999996,66.84349300000001,Armed Assault,1.0,0.0,Lashkar-e-Jhangvi,Police,Police Security Forces/Officers,1,0,Firearms,Unknown Gun Type,,"11/05/2016: Assailants shot and killed a Pakistani Police officer in Kandao, Mastung district, Balochistan, Pakistan. Lashkar-e-Jhangvi claimed responsibility for the attack.",,1.0,1
2016,11,8,Pakistan,South Asia,Dera Murad Jamali,28.543346999999997,68.220733,Armed Assault,2.0,0.0,Lashkar-e-Jhangvi,Police,Police Patrol (including vehicles and convoys),1,0,Firearms,Automatic Weapon,,"11/08/2016: Assailants opened fire on a Pakistani Police patrol in Dera Murad Jamali, Nasirabad district, Balochistan, Pakistan. At least two officers were killed in the assault. Lashkar-e-Jhangvi claimed responsibility for the attack.",The victims included Constables Eisa Khan and Buland Khan.,2.0,1
2016,11,9,South Sudan,Sub-Saharan Africa,Kaya,3.549715,30.879964,Armed Assault,12.0,2.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Police,"Police Building (headquarters, station, school)",1,0,Firearms,Unknown Gun Type,,"11/09/2016: Assailants attacked a police post in Kaya, Central Equatoria, South Sudan. Two officers and 10 assailants were killed and two officers were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).","Casualty numbers conflict across sources. Following GTD protocol, the most reliable estimates are reported here.",14.0,1
2016,11,10,South Sudan,Sub-Saharan Africa,Yambio,4.580173,28.398697,Armed Assault,1.0,2.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Military,"Military Personnel (soldiers, troops, officers, forces)",1,0,Firearms,Unknown Gun Type,,"11/10/2016: Assailants attacked the house of a soldier in Hai Kuba, Yambio, Gbudwe, South Sudan. At least one civilian was killed and two people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).","Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.",3.0,1
